100;0;865
100;1;2437
100;2;3811
100;3;4837
100;4;5228
100;5;5075
100;6;4954
100;7;4326
100;8;3554
100;9;2780
100;10;2123
100;11;1616
100;12;1167
100;13;754
100;14;506
100;15;346
100;16;223
100;17;109
100;18;75
100;19;40
100;20;27
100;21;14
100;22;10
100;23;5
100;24;1
100;25;0
100;26;0
100;27;0
100;28;0
100;29;0
100;30;0
100;31;0
100;32;0
100;33;0
100;34;0
100;35;0
100;36;0
100;37;0
100;38;0
100;39;0
100;40;0
100;41;0
100;42;0
100;43;0
100;44;0
100;45;0
100;46;0
100;47;0
100;48;0
100;49;0
100;50;0
100;51;0
100;52;0
100;53;0
100;54;0
100;55;0
100;56;0
100;57;0
100;58;0
100;59;0
100;60;0
100;61;0
100;62;0
100;63;0
100;64;0
100;65;0
100;66;0
100;67;0
100;68;0
100;69;1
100;70;0
100;71;1
100;72;1
100;73;4
100;74;6
100;75;13
100;76;16
100;77;49
100;78;43
100;79;66
100;80;119
100;81;139
100;82;178
100;83;265
100;84;297
100;85;379
100;86;359
100;87;388
100;88;388
100;89;350
100;90;286
100;91;222
100;92;154
100;93;84
100;94;63
100;95;32
100;96;15
100;97;4
100;98;0
100;99;0
100;100;0
100;101;0
100;102;0
100;103;0
100;104;0
100;105;0
100;106;0
100;107;0
100;108;0
100;109;0
100;110;0
100;111;1
100;112;1
100;113;1
100;114;4
100;115;2
100;116;1
100;117;2
100;118;6
100;119;8
100;120;5
100;121;5
100;122;12
100;123;9
100;124;11
100;125;5
100;126;9
100;127;2
100;128;4
100;129;2
100;130;1
200;0;552
200;1;1505
200;2;2447
200;3;3187
200;4;3785
200;5;3989
200;6;4053
200;7;3748
200;8;3535
200;9;3141
200;10;2677
200;11;2157
200;12;1683
200;13;1383
200;14;1056
200;15;756
200;16;540
200;17;425
200;18;311
200;19;223
200;20;132
200;21;109
200;22;61
200;23;48
200;24;31
200;25;15
200;26;7
200;27;5
200;28;2
200;29;1
200;30;1
200;31;0
200;32;0
200;33;0
200;34;0
200;35;0
200;36;0
200;37;0
200;38;0
200;39;0
200;40;0
200;41;0
200;42;0
200;43;0
200;44;0
200;45;0
200;46;0
200;47;0
200;48;0
200;49;0
200;50;0
200;51;0
200;52;0
200;53;0
200;54;0
200;55;0
200;56;0
200;57;0
200;58;0
200;59;0
